OrderID,CustomerID,OrderDate,ShipDate,PromisedDeliveryDate,ActualDeliveryDate,OrderStatus,OrderValue,QuantityOrdered,QuantityShipped,QuantityReturned,IsAccurate,Region
O01960,C020,2024-11-08,2024-11-11,2024-11-15,2024-11-14,Delivered,238.26,3,3,0,1,Northeast
O01961,C033,2024-05-11,2024-05-14,2024-05-18,2024-05-16,Delivered,3348.64,16,16,0,1,West
O01962,C014,2024-05-07,2024-05-10,2024-05-13,,Shipped,2228.19,17,17,0,1,West
O01963,C009,2024-05-04,,2024-05-10,,Cancelled,1103.64,12,0,0,1,West
O01964,C021,2024-06-02,2024-06-04,2024-06-07,2024-06-05,Delivered,1667.38,11,11,0,1,South
O01965,C032,2024-06-14,2024-06-15,2024-06-18,,Shipped,627.45,15,15,0,1,Northeast
O01966,C038,2024-10-04,2024-10-06,2024-10-11,2024-10-06,Delivered,765.0,6,6,0,1,South
O01967,C023,2024-02-12,2024-02-13,2024-02-16,2024-02-14,Delivered,1629.16,13,13,0,1,West
O01968,C039,2024-01-22,2024-01-25,2024-01-28,2024-01-27,Delivered,555.1,10,1,0,0,Midwest
O01969,C007,2024-06-19,2024-06-20,2024-06-26,2024-06-25,Delivered,98.97,1,1,0,1,Midwest
O01970,C040,2024-10-23,,2024-10-27,,Placed,934.72,8,0,0,1,Midwest
O01971,C038,2024-06-19,2024-06-20,2024-06-23,2024-06-21,Delivered,2034.72,18,18,0,1,South
O01972,C039,2024-06-20,2024-06-22,2024-06-23,2024-06-23,Delivered,203.43,3,1,0,1,Midwest
O01973,C014,2024-12-07,2024-12-10,2024-12-12,2024-12-11,Delivered,1686.02,14,12,0,1,West
O01974,C029,2024-01-28,2024-01-29,2024-02-04,2024-01-30,Delivered,192.36,6,6,6,0,Northeast
O01975,C005,2024-10-09,2024-10-10,2024-10-14,2024-10-21,Delivered,3272.4,20,20,0,1,Midwest
O01976,C016,2024-04-12,2024-04-14,2024-04-19,2024-04-15,Delivered,457.3,5,5,0,1,West
O01977,C030,2024-03-23,2024-03-24,2024-03-29,2024-03-24,Delivered,429.66,3,3,0,1,South
O01978,C024,2024-05-08,2024-05-11,2024-05-11,2024-05-14,Delivered,1052.73,7,7,0,1,West
O01979,C006,2024-09-28,2024-09-30,2024-10-01,2024-10-01,Delivered,2186.52,14,9,0,1,Northeast
O01980,C022,2024-04-23,2024-04-24,2024-04-26,2024-04-24,Delivered,19.08,1,1,0,1,South
O01981,C040,2024-05-10,2024-05-12,2024-05-13,2024-05-12,Delivered,1427.68,16,16,0,1,Midwest
O01982,C015,2024-11-20,2024-11-23,2024-11-24,,Shipped,1508.4,20,20,0,1,Northeast
O01983,C029,2024-06-20,2024-06-22,2024-06-27,2024-06-23,Delivered,197.06,2,2,0,1,Northeast
O01984,C012,2024-03-26,2024-03-28,2024-04-01,2024-03-31,Delivered,424.49,11,11,0,1,Northeast
O01985,C003,2024-11-13,2024-11-14,2024-11-19,2024-11-26,Delivered,362.82,3,3,0,1,South
O01986,C008,2024-04-04,2024-04-05,2024-04-07,2024-04-06,Delivered,1853.67,13,13,0,1,Northeast
O01987,C032,2024-09-09,2024-09-10,2024-09-15,2024-09-10,Delivered,538.04,4,4,0,1,Northeast
O01988,C032,2024-10-01,2024-10-04,2024-10-04,2024-10-04,Delivered,592.04,19,19,0,1,Northeast
O01989,C005,2024-11-28,2024-11-30,2024-12-03,2024-12-03,Delivered,584.04,12,12,0,1,Midwest
O01990,C005,2024-10-29,2024-10-31,2024-11-03,2024-11-01,Delivered,365.64,4,4,0,1,Midwest
O01991,C007,2024-07-10,,2024-07-15,,Placed,3893.0,20,0,0,1,Midwest
O01992,C008,2024-08-08,2024-08-10,2024-08-15,2024-08-22,Delivered,1937.0,13,13,0,1,Northeast
O01993,C029,2024-12-14,2024-12-17,2024-12-21,2024-12-21,Delivered,2359.2,16,16,0,1,Northeast
O01994,C024,2024-03-22,2024-03-24,2024-03-29,2024-03-26,Delivered,499.95,9,9,0,1,West
O01995,C025,2024-07-15,2024-07-17,2024-07-19,2024-07-18,Delivered,3600.69,19,19,0,1,Northeast
O01996,C002,2024-02-06,2024-02-09,2024-02-13,2024-02-16,Delivered,1634.56,16,16,0,1,Northeast
O01997,C040,2024-05-06,,2024-05-11,,Placed,520.45,5,0,0,1,Midwest
O01998,C028,2024-07-31,2024-08-02,2024-08-05,2024-08-02,Delivered,1529.92,8,1,0,1,Midwest
O01999,C001,2024-01-10,2024-01-12,2024-01-16,2024-01-14,Delivered,2207.1,15,15,0,1,South
O02000,C023,2024-07-13,2024-07-16,2024-07-17,2024-07-16,Delivered,1040.85,9,9,0,1,West
O02001,C036,2024-11-13,2024-11-14,2024-11-17,2024-11-15,Delivered,1951.17,13,13,0,1,West
O02002,C015,2024-11-16,2024-11-19,2024-11-22,,Shipped,621.53,13,13,0,1,Northeast
O02003,C037,2024-09-18,2024-09-21,2024-09-25,2024-09-21,Delivered,129.2,8,8,0,1,Midwest
O02004,C031,2024-06-02,2024-06-03,2024-06-06,2024-06-03,Delivered,2023.23,11,11,0,1,Midwest
O02005,C017,2024-05-23,2024-05-25,2024-05-30,2024-05-29,Delivered,229.44,3,3,0,1,South
O02006,C011,2024-09-27,2024-09-30,2024-09-30,2024-09-30,Delivered,126.03,1,1,0,1,Midwest
O02007,C001,2024-03-26,2024-03-27,2024-04-01,2024-03-31,Delivered,2915.2,16,16,0,1,South
O02008,C039,2024-06-14,2024-06-16,2024-06-18,2024-06-17,Delivered,216.08,8,8,0,1,Midwest
O02009,C019,2024-08-28,2024-08-31,2024-09-02,2024-08-31,Delivered,54.48,2,2,0,1,Midwest
O02010,C013,2024-04-09,2024-04-10,2024-04-14,2024-04-14,Delivered,1712.92,11,11,0,1,South
O02011,C012,2024-05-04,2024-05-06,2024-05-10,2024-05-09,Delivered,862.7,5,5,0,1,Northeast
O02012,C021,2024-01-04,2024-01-05,2024-01-07,,Shipped,769.12,11,11,0,1,South
O02013,C008,2024-11-14,2024-11-16,2024-11-19,2024-11-19,Delivered,457.3,5,5,0,1,Northeast
O02014,C018,2024-10-25,2024-10-26,2024-10-28,2024-10-27,Delivered,341.25,7,7,0,1,West
O02015,C029,2024-07-23,2024-07-24,2024-07-30,2024-07-24,Delivered,882.17,19,19,0,1,Northeast
O02016,C022,2024-07-19,2024-07-21,2024-07-24,2024-07-23,Delivered,1136.76,6,6,0,1,South
O02017,C009,2024-07-26,2024-07-29,2024-08-02,,Shipped,1213.42,13,13,0,1,West
O02018,C013,2024-10-31,,2024-11-04,,Cancelled,3211.13,17,0,0,1,South
O02019,C017,2024-08-08,2024-08-09,2024-08-15,2024-08-14,Delivered,336.33,3,3,0,1,South
O02020,C018,2024-11-05,2024-11-08,2024-11-11,2024-11-09,Delivered,1128.24,12,5,0,1,West
O02021,C039,2024-05-20,,2024-05-23,,Cancelled,304.59,13,0,0,1,Midwest
O02022,C006,2024-04-26,,2024-05-02,,Placed,2577.68,14,0,0,1,Northeast
O02023,C038,2024-03-20,2024-03-21,2024-03-24,2024-03-23,Delivered,1880.2,14,14,0,1,South
O02024,C023,2024-05-11,2024-05-13,2024-05-16,2024-05-22,Delivered,2173.78,14,14,0,0,West
O02025,C031,2024-06-19,2024-06-20,2024-06-24,2024-06-24,Delivered,108.58,2,2,0,1,Midwest
O02026,C032,2024-01-10,2024-01-11,2024-01-16,2024-01-14,Delivered,341.67,7,7,0,1,Northeast
O02027,C001,2024-11-18,2024-11-20,2024-11-23,2024-11-20,Delivered,1565.08,11,5,1,1,South
O02028,C037,2024-01-12,2024-01-15,2024-01-16,2024-01-16,Delivered,1847.01,11,10,0,1,Midwest
O02029,C007,2024-12-02,2024-12-04,2024-12-05,2024-12-04,Delivered,496.86,3,3,0,1,Midwest
O02030,C017,2024-12-13,2024-12-16,2024-12-20,,Shipped,187.96,2,2,0,1,South
O02031,C001,2024-09-26,2024-09-28,2024-10-02,2024-10-01,Delivered,729.56,13,13,0,1,South
O02032,C018,2024-10-01,2024-10-03,2024-10-04,2024-10-04,Delivered,3324.35,17,17,0,1,West
O02033,C001,2024-08-14,2024-08-15,2024-08-21,2024-08-21,Delivered,793.1,11,11,0,1,South
O02034,C032,2024-01-18,2024-01-20,2024-01-22,2024-01-22,Delivered,813.92,8,8,0,1,Northeast
O02035,C020,2024-10-22,2024-10-23,2024-10-27,2024-10-28,Delivered,814.28,4,4,0,1,Northeast
O02036,C030,2024-04-11,2024-04-14,2024-04-16,,Shipped,871.44,12,12,0,1,South
O02037,C031,2024-12-10,2024-12-12,2024-12-17,2024-12-12,Delivered,388.2,2,2,0,1,Midwest
O02038,C026,2024-01-23,2024-01-25,2024-01-28,2024-01-27,Delivered,2943.52,16,7,0,1,West
O02039,C014,2024-03-18,,2024-03-23,,Cancelled,1047.0,5,0,0,1,West
O02040,C012,2024-09-29,2024-10-01,2024-10-03,2024-10-09,Delivered,324.4,10,10,0,1,Northeast
O02041,C005,2024-01-04,2024-01-05,2024-01-11,2024-01-05,Delivered,272.76,2,2,2,1,Midwest
O02042,C033,2024-08-30,2024-08-31,2024-09-06,,Shipped,1732.8,19,19,0,1,West
O02043,C010,2024-08-20,2024-08-22,2024-08-23,2024-08-27,Delivered,1753.04,8,8,0,1,South
O02044,C039,2024-08-25,2024-08-27,2024-08-31,2024-08-30,Delivered,80.25,3,3,0,1,Midwest
O02045,C010,2024-07-24,2024-07-27,2024-07-27,2024-07-27,Delivered,874.4,10,10,0,1,South
O02046,C020,2024-09-16,2024-09-18,2024-09-23,2024-09-19,Delivered,2950.92,18,18,0,0,Northeast
O02047,C033,2024-04-23,2024-04-25,2024-04-29,2024-04-28,Delivered,859.2,20,20,0,1,West
O02048,C011,2024-10-29,2024-10-30,2024-11-03,2024-11-03,Delivered,1147.8,12,12,0,0,Midwest
O02049,C013,2024-03-14,,2024-03-20,,Placed,575.1,18,0,0,1,South
O02050,C013,2024-10-31,2024-11-02,2024-11-07,2024-11-05,Delivered,2659.8,15,15,0,1,South
O02051,C002,2024-10-14,2024-10-16,2024-10-21,2024-10-17,Delivered,347.12,2,2,0,1,Northeast
O02052,C017,2024-05-20,,2024-05-23,,Cancelled,1956.24,11,0,0,1,South
O02053,C016,2024-03-05,2024-03-08,2024-03-09,,Shipped,3019.86,18,9,0,1,West
O02054,C005,2024-06-29,2024-06-30,2024-07-04,2024-07-03,Delivered,436.59,7,7,0,1,Midwest
O02055,C029,2024-01-29,2024-02-01,2024-02-01,2024-02-01,Delivered,545.25,3,3,0,1,Northeast
O02056,C026,2024-10-09,2024-10-10,2024-10-14,2024-10-11,Delivered,852.2,10,10,0,1,West
O02057,C005,2024-05-21,2024-05-22,2024-05-27,2024-05-22,Delivered,218.61,3,3,0,1,Midwest
O02058,C019,2024-11-30,2024-12-02,2024-12-06,2024-12-02,Delivered,2091.2,10,10,0,1,Midwest
O02059,C003,2024-01-25,2024-01-28,2024-02-01,2024-01-28,Delivered,50.66,1,1,0,1,South
O02060,C022,2024-08-29,,2024-09-01,,Cancelled,34.24,2,0,0,1,South
O02061,C009,2024-03-13,2024-03-15,2024-03-20,2024-03-16,Delivered,500.57,7,1,0,1,West
O02062,C004,2024-11-02,2024-11-04,2024-11-09,2024-11-09,Delivered,4022.49,19,19,0,1,South
O02063,C037,2024-11-13,,2024-11-16,,Placed,1789.81,11,0,0,1,Midwest
O02064,C005,2024-03-15,,2024-03-22,,Cancelled,152.08,8,0,0,1,Midwest
O02065,C010,2024-09-06,2024-09-09,2024-09-13,2024-09-11,Delivered,1415.2,20,20,0,1,South
O02066,C012,2024-05-11,2024-05-13,2024-05-16,2024-05-13,Delivered,1310.61,7,7,0,1,Northeast
O02067,C032,2024-02-22,2024-02-23,2024-02-26,2024-02-24,Delivered,743.52,12,7,0,1,Northeast
O02068,C019,2024-10-26,2024-10-28,2024-10-29,2024-11-05,Delivered,1619.54,13,13,0,1,Midwest
O02069,C024,2024-03-24,2024-03-27,2024-03-30,,Shipped,257.51,11,11,0,1,West
O02070,C022,2024-09-26,,2024-09-29,,Placed,19.21,1,0,0,1,South
O02071,C038,2024-07-29,2024-08-01,2024-08-04,2024-08-03,Delivered,633.54,6,6,0,1,South
O02072,C005,2024-10-04,2024-10-05,2024-10-10,2024-10-07,Delivered,2993.1,15,15,3,1,Midwest
O02073,C030,2024-05-15,2024-05-18,2024-05-21,2024-05-18,Delivered,1902.15,15,15,0,1,South
O02074,C024,2024-08-23,2024-08-26,2024-08-26,,Shipped,661.5,18,18,0,1,West
O02075,C002,2024-06-20,2024-06-21,2024-06-27,2024-06-22,Delivered,702.6,5,5,0,1,Northeast
O02076,C003,2024-11-29,2024-11-30,2024-12-04,2024-12-02,Delivered,149.88,1,1,0,1,South
O02077,C006,2024-07-15,2024-07-17,2024-07-19,2024-07-19,Delivered,257.92,13,13,0,1,Northeast
O02078,C029,2024-04-20,2024-04-22,2024-04-25,2024-04-23,Delivered,207.0,4,4,0,1,Northeast
O02079,C019,2024-02-20,2024-02-22,2024-02-24,2024-02-23,Delivered,1153.8,18,18,0,1,Midwest
O02080,C015,2024-04-10,2024-04-11,2024-04-14,2024-04-11,Delivered,987.12,12,12,0,0,Northeast
O02081,C033,2024-09-13,2024-09-16,2024-09-18,2024-09-18,Delivered,418.8,12,12,0,1,West
O02082,C037,2024-07-09,2024-07-11,2024-07-14,2024-07-11,Delivered,525.51,3,3,0,1,Midwest
O02083,C031,2024-06-13,2024-06-16,2024-06-19,2024-06-18,Delivered,1986.6,14,14,0,1,Midwest
O02084,C009,2024-07-30,2024-08-01,2024-08-05,2024-08-02,Delivered,2404.07,19,19,0,1,West
O02085,C012,2024-09-28,2024-09-29,2024-10-02,2024-10-02,Delivered,137.32,2,2,0,1,Northeast
O02086,C028,2024-12-02,2024-12-05,2024-12-05,2024-12-05,Delivered,254.88,3,3,2,1,Midwest
O02087,C037,2024-10-12,2024-10-13,2024-10-17,2024-10-16,Delivered,431.0,5,5,0,1,Midwest
O02088,C034,2024-10-15,2024-10-17,2024-10-22,2024-10-26,Delivered,1424.2,10,10,0,1,Midwest
O02089,C011,2024-05-26,2024-05-27,2024-05-30,2024-05-27,Delivered,1358.72,8,8,0,1,Midwest
O02090,C028,2024-03-06,2024-03-07,2024-03-11,2024-03-07,Delivered,2300.54,11,11,0,1,Midwest
O02091,C022,2024-03-08,2024-03-10,2024-03-11,2024-03-10,Delivered,766.08,16,16,0,1,South
O02092,C028,2024-01-21,2024-01-22,2024-01-27,,Shipped,279.54,18,18,0,1,Midwest
O02093,C026,2024-02-02,2024-02-04,2024-02-09,2024-02-09,Delivered,182.3,2,2,0,1,West
O02094,C027,2024-02-12,2024-02-15,2024-02-15,2024-02-15,Delivered,2035.5,15,15,0,1,South
O02095,C010,2024-05-22,,2024-05-25,,Cancelled,391.12,4,0,0,1,South
O02096,C001,2024-04-27,,2024-05-02,,Cancelled,761.96,4,0,0,1,South
O02097,C034,2024-01-25,2024-01-26,2024-01-30,2024-02-03,Delivered,1940.88,12,12,0,1,Midwest
O02098,C035,2024-01-18,2024-01-21,2024-01-25,2024-01-23,Delivered,2135.41,19,19,10,1,West
O02099,C021,2024-01-20,2024-01-23,2024-01-27,2024-01-25,Delivered,298.77,3,1,0,1,South
O02100,C012,2024-08-20,2024-08-21,2024-08-23,2024-08-22,Delivered,3945.73,19,4,0,1,Northeast
O02101,C028,2024-01-29,2024-02-01,2024-02-04,2024-02-03,Delivered,3594.14,17,17,0,1,Midwest
O02102,C008,2024-03-11,2024-03-12,2024-03-18,2024-03-13,Delivered,579.93,13,13,0,1,Northeast
O02103,C038,2024-01-13,2024-01-14,2024-01-20,2024-01-14,Delivered,1680.42,14,14,0,1,South
O02104,C003,2024-07-13,2024-07-14,2024-07-16,,Shipped,496.98,3,3,0,1,South
O02105,C002,2024-04-03,2024-04-05,2024-04-07,2024-04-05,Delivered,112.22,2,2,0,1,Northeast
O02106,C039,2024-06-10,2024-06-12,2024-06-14,2024-06-13,Delivered,1492.15,11,11,0,1,Midwest
O02107,C020,2024-10-23,2024-10-24,2024-10-26,2024-11-02,Delivered,1431.6,12,12,0,1,Northeast
O02108,C004,2024-06-05,2024-06-08,2024-06-10,2024-06-16,Delivered,1075.74,6,2,0,0,South
O02109,C023,2024-07-28,2024-07-31,2024-08-04,2024-08-07,Delivered,488.91,3,3,1,1,West
O02110,C003,2024-10-13,2024-10-14,2024-10-20,2024-10-19,Delivered,545.4,9,9,0,1,South
O02111,C033,2024-06-27,2024-06-28,2024-07-01,2024-06-30,Delivered,1500.2,13,13,13,1,West
O02112,C029,2024-08-08,2024-08-11,2024-08-12,2024-08-11,Delivered,649.66,11,11,5,1,Northeast
O02113,C002,2024-09-28,,2024-10-03,,Placed,872.28,4,0,0,1,Northeast
O02114,C007,2024-02-12,2024-02-13,2024-02-17,2024-02-19,Delivered,1763.02,14,14,0,1,Midwest
O02115,C003,2024-08-09,2024-08-10,2024-08-14,2024-08-17,Delivered,2391.53,19,19,0,1,South
O02116,C020,2024-05-22,2024-05-25,2024-05-26,2024-05-25,Delivered,3148.16,16,4,0,1,Northeast
O02117,C038,2024-07-23,2024-07-25,2024-07-26,2024-07-31,Delivered,538.16,4,4,0,1,South
O02118,C017,2024-10-08,2024-10-09,2024-10-12,2024-10-11,Delivered,267.72,2,2,0,0,South
O02119,C009,2024-10-07,,2024-10-11,,Cancelled,844.48,14,0,0,1,West
O02120,C020,2024-05-29,2024-06-01,2024-06-02,2024-06-02,Delivered,395.9,10,10,0,0,Northeast
O02121,C006,2024-08-13,,2024-08-18,,Placed,140.1,6,0,0,1,Northeast
O02122,C015,2024-02-13,2024-02-16,2024-02-19,2024-02-20,Delivered,1228.32,12,12,0,1,Northeast
O02123,C007,2024-02-10,2024-02-13,2024-02-14,2024-02-14,Delivered,2920.65,15,15,0,1,Midwest
O02124,C024,2024-03-28,2024-03-30,2024-04-01,2024-03-30,Delivered,2422.24,16,16,0,1,West
O02125,C022,2024-03-16,2024-03-18,2024-03-20,2024-03-20,Delivered,97.12,1,1,0,1,South
O02126,C006,2024-12-07,2024-12-09,2024-12-14,2024-12-12,Delivered,1392.0,12,12,0,0,Northeast
O02127,C032,2024-12-06,2024-12-09,2024-12-12,2024-12-09,Delivered,123.44,4,4,0,1,Northeast
O02128,C026,2024-09-07,2024-09-08,2024-09-11,2024-09-09,Delivered,492.27,3,3,0,1,West
O02129,C036,2024-03-03,2024-03-06,2024-03-06,2024-03-06,Delivered,2203.84,16,16,0,1,West
O02130,C006,2024-11-14,2024-11-15,2024-11-20,2024-11-21,Delivered,2637.01,19,19,0,0,Northeast
O02131,C021,2024-06-17,2024-06-18,2024-06-22,2024-06-18,Delivered,1127.07,9,9,0,1,South
O02132,C026,2024-10-23,2024-10-26,2024-10-26,2024-11-02,Delivered,777.76,8,8,0,1,West
O02133,C006,2024-02-22,2024-02-25,2024-02-25,2024-02-25,Delivered,1854.4,16,16,8,1,Northeast
O02134,C005,2024-08-07,2024-08-09,2024-08-13,2024-08-19,Delivered,2867.48,14,14,0,1,Midwest
O02135,C001,2024-05-25,2024-05-26,2024-06-01,2024-06-04,Delivered,1503.7,11,11,0,1,South
O02136,C007,2024-12-01,2024-12-02,2024-12-08,2024-12-06,Delivered,1826.73,9,9,1,1,Midwest
O02137,C039,2024-05-25,2024-05-26,2024-05-29,2024-05-26,Delivered,1181.04,8,8,2,1,Midwest
O02138,C023,2024-03-15,2024-03-16,2024-03-19,,Shipped,1274.55,15,15,0,1,West
O02139,C022,2024-07-09,2024-07-10,2024-07-16,2024-07-16,Delivered,2092.2,20,20,0,1,South
O02140,C038,2024-05-25,2024-05-28,2024-05-31,2024-05-31,Delivered,575.52,6,6,0,1,South
O02141,C037,2024-04-09,2024-04-12,2024-04-13,2024-04-18,Delivered,712.55,5,5,0,1,Midwest
O02142,C036,2024-08-20,2024-08-21,2024-08-27,,Shipped,2377.43,11,11,0,1,West
O02143,C017,2024-09-22,2024-09-25,2024-09-28,2024-09-26,Delivered,267.02,13,13,0,1,South
O02144,C026,2024-08-22,2024-08-23,2024-08-25,2024-08-24,Delivered,190.8,6,6,0,1,West
O02145,C015,2024-10-05,2024-10-07,2024-10-11,2024-10-10,Delivered,3848.0,20,20,0,1,Northeast
O02146,C010,2024-09-23,2024-09-26,2024-09-27,2024-09-26,Delivered,489.78,18,18,0,1,South
O02147,C034,2024-07-08,2024-07-11,2024-07-12,,Shipped,1005.66,18,18,0,1,Midwest
O02148,C028,2024-07-20,2024-07-22,2024-07-25,2024-07-25,Delivered,2272.35,15,15,0,1,Midwest
O02149,C037,2024-10-18,2024-10-20,2024-10-21,2024-10-26,Delivered,2705.08,14,14,0,1,Midwest
O02150,C023,2024-07-09,2024-07-10,2024-07-16,2024-07-22,Delivered,1246.8,10,10,0,1,West
O02151,C011,2024-08-13,2024-08-14,2024-08-16,2024-08-14,Delivered,31.31,1,1,1,1,Midwest
O02152,C030,2024-10-29,2024-11-01,2024-11-05,2024-11-09,Delivered,656.08,4,4,0,1,South
O02153,C011,2024-08-20,2024-08-22,2024-08-27,2024-08-27,Delivered,107.78,1,1,0,1,Midwest
O02154,C009,2024-09-18,2024-09-21,2024-09-25,2024-09-22,Delivered,2493.28,16,16,0,1,West
O02155,C036,2024-09-28,2024-09-30,2024-10-02,2024-10-02,Delivered,513.18,6,6,0,1,West
O02156,C010,2024-02-26,2024-02-28,2024-03-03,2024-03-03,Delivered,296.72,2,2,0,1,South
O02157,C027,2024-07-26,2024-07-29,2024-07-31,2024-07-29,Delivered,2125.89,13,13,4,1,South
O02158,C022,2024-04-06,2024-04-09,2024-04-09,2024-04-09,Delivered,477.09,3,3,0,1,South
O02159,C028,2024-08-29,2024-08-30,2024-09-03,2024-08-31,Delivered,1079.05,5,5,0,1,Midwest
O02160,C008,2024-08-26,2024-08-27,2024-09-02,2024-09-02,Delivered,1743.84,8,8,0,1,Northeast
O02161,C020,2024-04-19,2024-04-20,2024-04-22,2024-04-29,Delivered,1082.22,6,6,0,1,Northeast
O02162,C029,2024-08-16,2024-08-18,2024-08-19,2024-08-22,Delivered,1540.8,20,20,0,1,Northeast
O02163,C017,2024-02-13,,2024-02-19,,Cancelled,950.69,13,0,0,1,South
O02164,C031,2024-09-30,,2024-10-03,,Cancelled,3631.6,20,0,0,1,Midwest
O02165,C029,2024-01-06,2024-01-09,2024-01-12,2024-01-09,Delivered,1438.78,7,7,0,1,Northeast
O02166,C002,2024-09-19,2024-09-21,2024-09-26,,Shipped,384.15,5,5,0,1,Northeast
O02167,C002,2024-08-10,2024-08-11,2024-08-15,2024-08-13,Delivered,386.58,3,3,0,1,Northeast
O02168,C004,2024-05-16,2024-05-18,2024-05-21,2024-05-18,Delivered,140.1,6,6,0,1,South
O02169,C034,2024-04-17,2024-04-18,2024-04-24,2024-04-23,Delivered,263.49,3,3,0,0,Midwest
O02170,C023,2024-09-24,2024-09-25,2024-09-29,2024-09-29,Delivered,986.15,5,5,0,1,West
O02171,C040,2024-08-22,2024-08-23,2024-08-29,2024-08-26,Delivered,3185.28,16,16,4,0,Midwest
O02172,C029,2024-09-28,2024-10-01,2024-10-01,2024-10-01,Delivered,168.54,1,1,0,1,Northeast
O02173,C035,2024-05-02,2024-05-03,2024-05-09,2024-05-06,Delivered,24.32,1,1,0,1,West
O02174,C006,2024-07-14,2024-07-17,2024-07-20,2024-07-22,Delivered,1305.68,19,19,0,1,Northeast
O02175,C023,2024-06-20,2024-06-22,2024-06-24,2024-06-24,Delivered,1830.18,11,11,0,1,West
O02176,C025,2024-09-07,2024-09-08,2024-09-13,2024-09-10,Delivered,388.4,8,5,0,1,Northeast
O02177,C016,2024-05-25,2024-05-28,2024-05-29,2024-05-28,Delivered,307.38,6,6,0,1,West
O02178,C038,2024-10-08,2024-10-10,2024-10-14,2024-10-14,Delivered,1655.19,9,7,0,1,South
O02179,C005,2024-04-28,,2024-05-03,,Placed,1398.4,20,0,0,1,Midwest
O02180,C023,2024-04-28,2024-04-30,2024-05-01,2024-04-30,Delivered,2805.85,17,17,0,1,West
O02181,C005,2024-07-31,2024-08-03,2024-08-04,2024-08-03,Delivered,392.82,6,6,3,1,Midwest
O02182,C028,2024-06-04,,2024-06-07,,Cancelled,261.6,16,0,0,1,Midwest
O02183,C015,2024-01-17,2024-01-20,2024-01-24,2024-01-21,Delivered,729.26,7,7,0,1,Northeast
O02184,C023,2024-01-26,2024-01-29,2024-01-30,2024-01-29,Delivered,1730.2,20,20,0,1,West
O02185,C013,2024-12-04,2024-12-06,2024-12-11,2024-12-10,Delivered,335.34,2,2,0,1,South
O02186,C011,2024-04-19,2024-04-20,2024-04-25,2024-04-25,Delivered,393.16,4,4,2,1,Midwest
O02187,C017,2024-01-08,2024-01-10,2024-01-15,2024-01-13,Delivered,197.6,5,5,0,0,South
O02188,C009,2024-05-11,2024-05-13,2024-05-17,2024-05-20,Delivered,440.2,20,20,0,1,West
O02189,C033,2024-01-08,2024-01-11,2024-01-12,2024-01-12,Delivered,1193.28,11,11,0,1,West
O02190,C003,2024-07-31,2024-08-01,2024-08-05,2024-08-02,Delivered,2729.74,13,13,0,1,South
O02191,C001,2024-03-16,2024-03-17,2024-03-20,2024-03-18,Delivered,3543.12,19,19,0,1,South
O02192,C014,2024-05-28,2024-05-30,2024-05-31,2024-05-31,Delivered,173.07,3,3,0,1,West
O02193,C029,2024-10-07,,2024-10-11,,Cancelled,238.55,13,0,0,1,Northeast
O02194,C023,2024-01-06,2024-01-08,2024-01-09,2024-01-09,Delivered,1713.03,11,11,0,1,West
O02195,C015,2024-05-14,2024-05-16,2024-05-17,2024-05-17,Delivered,2899.4,14,14,0,1,Northeast
O02196,C016,2024-07-08,2024-07-09,2024-07-13,,Shipped,1683.24,12,12,0,1,West
O02197,C008,2024-08-25,,2024-08-28,,Cancelled,71.04,2,0,0,1,Northeast
O02198,C009,2024-10-06,2024-10-07,2024-10-11,,Shipped,115.47,1,1,0,1,West
O02199,C008,2024-04-30,,2024-05-04,,Placed,435.45,3,0,0,1,Northeast
O02200,C027,2024-10-21,,2024-10-28,,Placed,3198.84,19,0,0,1,South
O02201,C020,2024-04-17,2024-04-19,2024-04-22,2024-04-20,Delivered,1201.73,17,17,0,1,Northeast
O02202,C035,2024-04-03,2024-04-06,2024-04-07,,Shipped,201.12,2,2,0,1,West
O02203,C018,2024-04-03,2024-04-04,2024-04-08,2024-04-06,Delivered,1860.21,9,9,0,1,West
O02204,C026,2024-07-04,2024-07-07,2024-07-09,2024-07-07,Delivered,1732.4,20,20,0,1,West
O02205,C007,2024-07-02,2024-07-05,2024-07-09,2024-07-07,Delivered,164.64,2,2,0,1,Midwest
O02206,C037,2024-04-16,2024-04-19,2024-04-20,2024-04-19,Delivered,586.95,15,15,0,1,Midwest
O02207,C013,2024-09-14,2024-09-16,2024-09-21,2024-09-18,Delivered,2173.0,10,10,0,1,South
O02208,C029,2024-06-27,2024-06-29,2024-07-03,2024-06-29,Delivered,467.46,14,14,0,1,Northeast
O02209,C017,2024-04-14,2024-04-15,2024-04-18,2024-04-19,Delivered,1278.18,6,6,2,1,South
O02210,C007,2024-04-16,2024-04-19,2024-04-23,2024-04-22,Delivered,1086.3,17,17,0,1,Midwest
O02211,C001,2024-08-11,2024-08-12,2024-08-17,2024-08-16,Delivered,244.11,3,3,0,1,South
O02212,C001,2024-10-23,2024-10-24,2024-10-29,2024-10-25,Delivered,1047.54,17,17,0,1,South
O02213,C010,2024-01-03,2024-01-06,2024-01-06,2024-01-06,Delivered,1867.45,13,13,0,1,South
O02214,C011,2024-05-18,2024-05-20,2024-05-23,2024-05-26,Delivered,119.7,1,1,0,1,Midwest
O02215,C014,2024-05-16,2024-05-19,2024-05-22,2024-05-21,Delivered,2024.0,20,20,2,0,West
